root_id,hemisphere,type,column_id,x,y,p,q
39249,right,L2,178,-0.277777778,0.35593220338983045,3,8
39250,right,L2,627,-0.055555556,-0.050847458,-1,0
39251,right,L3,473,0.38888888888888906,0.7627118644067796,15,8
39252,right,L3,240,0.38888888888888906,-0.118644068,2,-5
39253,right,L1,459,-0.611111111,-0.118644068,-7,4
39254,right,L1,496,-0.777777778,0.2542372881355932,-3,11
39255,right,L3,392,0.38888888888888906,0.22033898305084754,7,0
39256,right,L1,278,0.5555555555555554,0.3220338983050848,10,0
39257,right,L3,311,0.7222222222222221,0.4915254237288136,14,1
39258,right,L3,127,-0.055555556,0.4915254237288136,7,8
39259,right,L1,255,0.6111111111111112,-0.457627119,-1,-12
39260,right,L3,500,-0.777777778,-0.288135593,-11,3
39261,right,L3,673,-0.277777778,0.15254237288135597,0,5
39262,right,L1,544,-0.388888889,-0.457627119,-10,-3
39264,right,L3,31,0,0.5254237288135593,8,8
39266,right,L1,451,-0.444444444,0.6610169491525424,6,14
39267,right,L2,494,-0.055555556,0.9661016949152543,14,15
39268,right,L2,639,0.38888888888888906,0.6271186440677967,13,6
39269,right,L2,227,0.7222222222222221,0.15254237288135597,9,-4
39270,right,L3,177,0.16666666666666674,-0.050847458,1,-2
39271,right,L3,12,0.7222222222222221,0.2881355932203389,11,-2
39272,right,L2,69,-0.111111111,0.2542372881355932,3,5
39273,right,L3,482,-0.166666667,0.5593220338983051,7,10
39274,right,L1,781,0.5555555555555554,0.8644067796610169,18,8
39275,right,L2,364,-0.444444444,0.11864406779661008,-2,6
39276,right,L3,137,-0.611111111,-0.254237288,-9,2
39277,right,L1,194,-0.055555556,-0.186440678,-3,-2
39278,right,L1,361,-0.055555556,-0.254237288,-4,-3
39279,right,L1,549,-0.055555556,-0.322033898,-5,-4
39280,right,L1,677,-0.055555556,0.35593220338983045,5,6
39281,right,L3,417,0.666666667,-0.355932203,1,-11
39282,right,L2,732,0.3333333333333335,0.18644067796610164,6,0
39283,right,L3,579,0.3333333333333335,-0.355932203,-2,-8
39284,right,L3,726,-0.222222222,-0.966101695,-16,-12
39285,right,L1,225,-0.222222222,-0.898305085,-15,-11
39286,right,L3,707,0.16666666666666674,0.8305084745762712,14,11
39287,right,L2,391,-0.5,-0.118644068,-6,3
39288,right,L1,244,0.4444444444444444,-0.423728814,-2,-10
